,power,speed,rate,line_width_square
231,6.765000000000001,100,50,11894.395
232,2.68,100,50,5368.048
233,2.705,100,50,5433.493
234,7.7700000000000005,100,50,12870.641
235,5.29,100,50,10160.906
236,6.2,100,50,11279.691
237,5.365,100,50,10260.133
238,2.005,100,50,3322.822
239,7.515,100,50,12635.445
240,5.79,100,50,10797.467
241,6.3149999999999995,100,50,11409.228
242,5.3,100,50,10174.218
243,7.6899999999999995,100,50,12797.695
244,6.744999999999999,100,50,11873.526
245,5.795,100,50,10803.551
246,2.8850000000000002,100,50,5887.565
247,6.1850000000000005,100,50,11262.618
248,6.485,100,50,11596.46
249,6.67,100,50,11794.715
250,7.6850000000000005,100,50,12793.111
251,7.62,100,50,12733.243
252,4.58,100,50,9145.11
253,6.235,100,50,11319.368
254,8.175,100,50,13228.769
255,5.65,100,50,10624.948
256,5.615,100,50,10581.15
257,5.7,100,50,10687.048
258,5.415,100,50,10325.517
259,2.6599999999999997,100,50,5315.252
260,5.115,100,50,9923.795
261,7.835,100,50,12929.358
262,5.995,100,50,11042.702
263,2.025,100,50,3392.781
264,8.045,100,50,13115.785
265,3.305,100,50,6845.512
266,4.31,100,50,8716.847
267,2.355,100,50,4456.871
268,3.5000000000000004,100,50,7249.566
269,2.465,100,50,4778.634
270,8.295,100,50,13331.479
271,6.01,100,50,11060.316
272,6.525,100,50,11639.801
273,4.285,100,50,8675.845
274,3.55,100,50,7349.544
275,6.045,100,50,11101.244
276,7.449999999999999,100,50,12574.216
277,6.654999999999999,100,50,11778.846
278,4.84,100,50,9534.287
279,5.79,100,50,10797.467
280,8.035,100,50,13107.019
281,7.445,100,50,12569.484
282,3.045,100,50,6268.005
283,2.735,100,50,5511.232
284,4.35,100,50,8781.959
285,7.88,100,50,12969.724
286,7.115,100,50,12249.932
287,7.245,100,50,12377.551
288,5.74,100,50,10736.337
289,3.9350000000000005,100,50,8075.261
290,6.005,100,50,11054.45
291,3.05,100,50,6279.569
292,3.11,100,50,6416.878
293,6.34,100,50,11437.076
294,4.3999999999999995,100,50,8862.512
295,3.85,100,50,7921.342
296,5.18,100,50,10012.799
297,4.01,100,50,8208.335
298,6.115,100,50,11182.393
299,7.345,100,50,12474.171
300,4.62,100,50,9206.4
301,2.5700000000000003,100,50,5072.647
302,2.6550000000000002,100,50,5301.991
303,4.41,100,50,8878.512
304,2.34,100,50,4411.834
305,7.26,100,50,12392.129
306,6.1,100,50,11165.082
307,4.78,100,50,9446.365
308,3.8449999999999998,100,50,7912.182
309,4.175,100,50,8492.545
310,5.135,100,50,9951.301
311,3.58,100,50,7408.857
312,6.54,100,50,11655.985
313,5.6899999999999995,100,50,10674.671
314,8.344999999999999,100,50,13373.836
315,1.735,100,50,2303.379
316,1.91,100,50,2980.692
317,7.535,100,50,12654.178
318,5.395,100,50,10299.436
319,7.66,100,50,12770.145
320,5.015,100,50,9784.634
321,3.35,100,50,6940.832
322,3.71,100,50,7660.264
323,4.845,100,50,9541.565
324,4.06,100,50,8295.676
325,6.155,100,50,11228.348
326,6.165,100,50,11239.79
327,4.61,100,50,9191.127
328,3.26,100,50,6748.885
329,3.49,100,50,7229.4
330,1.735,100,50,2303.379
331,7.2700000000000005,100,50,12401.831
332,3.1550000000000002,100,50,6518.132
333,5.55,100,50,10499.082
334,7.46,100,50,12583.671
335,3.695,100,50,7631.709
336,2.6,100,50,5154.447
337,7.065,100,50,12200.226
338,7.715,100,50,12820.572
339,5.075,100,50,9868.46
340,5.220000000000001,100,50,10067.017
341,6.254999999999999,100,50,11341.941
342,3.95,100,50,8102.077
343,6.775,100,50,11904.806
344,1.83,100,50,2679.114
345,6.76,100,50,11889.184
346,2.0,100,50,3305.223
347,6.140000000000001,100,50,11211.15
348,1.8350000000000002,100,50,2698.345
349,7.64,100,50,12751.718
350,3.82,100,50,7866.205
351,4.025,100,50,8234.651
352,4.515000000000001,100,50,9044.363
353,4.04,100,50,8260.869
354,2.7199999999999998,100,50,5472.469
355,3.88,100,50,7976.051
356,2.08,100,50,3581.663
357,2.56,100,50,5045.169
358,2.25,100,50,4135.394
359,3.605,100,50,7457.906
360,2.875,100,50,5863.092
361,6.16,100,50,11234.071
362,4.945,100,50,9685.559
363,2.46,100,50,4764.322
364,3.3099999999999996,100,50,6856.167
365,7.24,100,50,12372.685
366,3.55,100,50,7349.544
367,7.2749999999999995,100,50,12406.677
368,4.105,100,50,8373.368
369,3.705,100,50,7650.758
370,7.180000000000001,100,50,12314.031
371,4.26,100,50,8634.602
372,6.925000000000001,100,50,12059.155
373,2.75,100,50,5549.783
374,8.1,100,50,13163.807
375,7.3999999999999995,100,50,12526.753
376,2.555,100,50,5031.389
377,2.32,100,50,4351.333
378,2.395,100,50,4575.582
379,5.050000000000001,100,50,9833.653
380,3.9600000000000004,100,50,8119.899
381,5.6899999999999995,100,50,10674.671
382,3.315,100,50,6866.806
383,4.585,100,50,9152.8
384,8.275,100,50,13314.464
385,3.2099999999999995,100,50,6639.944
386,6.0600000000000005,100,50,11118.711
387,4.8500000000000005,100,50,9548.835
388,6.950000000000001,100,50,12084.554
389,2.585,100,50,5113.666
390,6.0,100,50,11048.578
391,4.569999999999999,100,50,9129.704
392,5.57,100,50,10524.435
393,7.2749999999999995,100,50,12406.677
394,2.01,100,50,3340.377
395,7.7299999999999995,100,50,12834.262
396,4.9750000000000005,100,50,9728.191
397,5.489999999999999,100,50,10422.469
398,7.53,100,50,12649.499
399,7.115,100,50,12249.932
400,5.425,100,50,10338.521
401,6.734999999999999,100,50,11863.069
402,4.4799999999999995,100,50,8989.512
403,4.545,100,50,9091.04
404,6.125,100,50,11193.91
405,5.8500000000000005,100,50,10870.131
406,5.34,100,50,10227.213
407,3.42,100,50,7086.593
408,6.055,100,50,11112.894
409,1.815,100,50,2621.103
410,1.5150000000000001,100,50,1347.685
411,2.4,100,50,4590.281
412,8.35,100,50,13378.058
413,8.19,100,50,13241.69
414,6.370000000000001,100,50,11470.349
415,4.67,100,50,9282.27
416,4.465,100,50,8965.873
417,8.15,100,50,13207.182
418,3.955,100,50,8110.994
419,6.525,100,50,11639.801
420,6.325,100,50,11420.381
421,2.0650000000000004,100,50,3530.65
422,4.505,100,50,9028.734
423,2.325,100,50,4366.507
424,7.034999999999999,100,50,12170.233
425,7.185,100,50,12318.937
426,4.775,100,50,9438.989
427,4.29,100,50,8684.064
428,3.045,100,50,6268.005
429,3.46,100,50,7168.551
430,3.17,100,50,6551.563
431,6.845,100,50,11977.256
432,3.685,100,50,7612.607
433,4.02,100,50,8225.89
434,7.845000000000001,100,50,12938.348
435,6.4,100,50,11503.466
436,5.755,100,50,10754.732
437,2.175,100,50,3896.446
438,1.865,100,50,2812.645
439,6.0,100,50,11048.578
440,6.765000000000001,100,50,11894.395
441,3.06,100,50,6302.64
442,7.03,100,50,12165.222
443,7.049999999999999,100,50,12185.246
444,4.315,100,50,8725.019
445,5.695,100,50,10680.862
446,4.54,100,50,9083.282
447,2.29,100,50,4259.597
448,1.83,100,50,2679.114
449,6.279999999999999,100,50,11370.055
450,5.035,100,50,9812.687
451,6.375,100,50,11475.879
452,7.095,100,50,12230.092
453,7.19,100,50,12323.84
454,7.24,100,50,12372.685
455,2.395,100,50,4575.582
456,6.34,100,50,11437.076
457,4.0,100,50,8190.736
458,4.24,100,50,8601.434
459,3.3649999999999998,100,50,6972.321
460,6.595,100,50,11715.012
461,8.07,100,50,13137.654
462,5.875,100,50,10900.188
463,4.725,100,50,9364.795
464,2.06,100,50,3513.563
465,7.5,100,50,12621.362
466,5.865,100,50,10888.18
467,7.61,100,50,12723.987
468,4.81,100,50,9490.463
469,4.475,100,50,8981.641
470,4.185,100,50,8509.407
471,5.345,100,50,10233.809
472,7.245,100,50,12377.551
473,7.215000000000001,100,50,12348.305
474,3.0349999999999997,100,50,6244.82
475,2.585,100,50,5113.666
476,3.38,100,50,7003.67
477,4.89,100,50,9606.727
478,8.110000000000001,100,50,13172.504
479,6.75,100,50,11878.749
480,2.685,100,50,5381.186
481,1.72,100,50,2242.178
482,8.28,100,50,13318.721
483,6.285,100,50,11375.665
484,5.45,100,50,10370.927
485,4.9799999999999995,100,50,9735.271
486,4.385,100,50,8838.442
487,2.915,100,50,5960.48
488,4.3999999999999995,100,50,8862.512
489,7.870000000000001,100,50,12960.774
490,5.255,100,50,10114.118
491,2.155,100,50,3831.334
492,2.565,100,50,5058.921
493,2.475,100,50,4807.169
494,1.635,100,50,1884.959
495,4.655,100,50,9259.595
496,5.17,100,50,9999.179
497,1.6049999999999998,100,50,1754.431
498,6.63,100,50,11752.319
499,3.02,100,50,6209.898
500,8.055,100,50,13124.541
501,7.9750000000000005,100,50,13054.189
502,5.12,100,50,9930.682
503,7.9399999999999995,100,50,13023.188
504,6.744999999999999,100,50,11873.526
505,2.175,100,50,3896.446
506,1.68,100,50,2076.327
507,6.12,100,50,11188.153
508,6.875000000000001,100,50,12008.08
509,7.994999999999999,100,50,13071.843
510,2.085,100,50,3598.586
511,1.765,100,50,2424.21
512,4.845,100,50,9541.565
513,4.16,100,50,8467.176
514,7.17,100,50,12304.207
515,8.265,100,50,13305.941
516,4.390000000000001,100,50,8846.475
517,2.46,100,50,4764.322
518,6.485,100,50,11596.46
519,3.375,100,50,6993.236
520,7.88,100,50,12969.724
521,2.75,100,50,5549.783
522,2.9899999999999998,100,50,6139.532
523,6.61,100,50,11731.025
524,2.5749999999999997,100,50,5086.347
525,6.565,100,50,11682.877
526,2.645,100,50,5275.393
527,8.265,100,50,13305.941
528,4.784999999999999,100,50,9453.734
529,2.415,100,50,4634.196
530,4.345000000000001,100,50,8773.853
531,6.505,100,50,11618.164
532,5.495,100,50,10428.885
533,4.61,100,50,9191.127
534,2.55,100,50,5017.582
535,7.215000000000001,100,50,12348.305
536,8.185,100,50,13237.386
537,3.125,100,50,6450.791
538,7.945,100,50,13027.625
539,6.444999999999999,100,50,11552.851
540,4.465,100,50,8965.873
541,4.26,100,50,8634.602
542,4.675,100,50,9289.813
543,6.085,100,50,11147.729
544,3.8350000000000004,100,50,7893.827
545,4.58,100,50,9145.11
546,7.109999999999999,100,50,12244.977
547,4.375,100,50,8822.35
548,2.715,100,50,5459.501
549,3.6450000000000005,100,50,7535.681
550,1.96,100,50,3162.829
551,8.235000000000001,100,50,13280.311
552,2.4250000000000003,100,50,4663.321
553,5.625,100,50,10593.691
554,3.755,100,50,7745.241
555,6.65,100,50,11773.549
556,5.140000000000001,100,50,9958.161
557,1.8350000000000002,100,50,2698.345
558,4.205,100,50,8543.01
559,5.005,100,50,9770.565
560,6.69,100,50,11815.818
561,3.855,100,50,7930.489
562,2.375,100,50,4516.476
563,5.18,100,50,10012.799
564,6.135,100,50,11205.408
565,4.47,100,50,8973.761
566,5.045,100,50,9826.671
567,6.895,100,50,12028.554
568,5.005,100,50,9770.565
569,7.335,100,50,12464.569
570,5.185,100,50,10019.599
571,4.71,100,50,9342.384
572,6.654999999999999,100,50,11778.846
573,1.9,100,50,2943.693
574,5.955,100,50,10995.517
575,7.775,100,50,12875.175
576,3.5900000000000003,100,50,7428.518
577,3.19,100,50,6595.892
578,4.045,100,50,8269.587
579,6.984999999999999,100,50,12119.96
580,5.205,100,50,10046.734
581,3.335,100,50,6909.202
582,1.875,100,50,2850.336
583,7.76,100,50,12861.564
584,6.890000000000001,100,50,12023.441
585,5.18,100,50,10012.799
586,2.165,100,50,3863.965
587,7.135,100,50,12269.717
588,4.925,100,50,9656.995
589,5.12,100,50,9930.682
590,3.9849999999999994,100,50,8164.256
591,2.03,100,50,3410.163
592,4.154999999999999,100,50,8458.699
593,4.21,100,50,8551.386
594,5.96,100,50,11001.432
595,2.9749999999999996,100,50,6104.083
596,3.9050000000000002,100,50,8021.319
597,3.4250000000000003,100,50,7096.89
598,7.6899999999999995,100,50,12797.695
599,8.155,100,50,13211.504
600,5.905,100,50,10936.087
601,8.275,100,50,13314.464
602,8.35,100,50,13378.058
603,7.960000000000001,100,50,13040.92
604,6.3950000000000005,100,50,11497.957
605,5.7,100,50,10687.048
606,7.165000000000001,100,50,12299.29
607,2.01,100,50,3340.377
608,5.81,100,50,10821.772
609,3.91,100,50,8030.338
610,7.485,100,50,12607.252
611,6.125,100,50,11193.91
612,4.53,100,50,9067.74
613,3.4549999999999996,100,50,7158.358
614,5.605,100,50,10568.586
615,5.72,100,50,10711.735
616,6.3,100,50,11392.466
617,2.125,100,50,3732.524
618,7.61,100,50,12723.987
619,7.3999999999999995,100,50,12526.753
620,1.9949999999999999,100,50,3287.581
621,4.285,100,50,8675.845
622,1.575,100,50,1621.44
623,3.11,100,50,6416.878
624,3.495,100,50,7239.49
625,4.735,100,50,9379.697
626,4.91,100,50,9635.495
627,8.19,100,50,13241.69
628,5.925,100,50,10959.919
629,5.81,100,50,10821.772
630,7.6899999999999995,100,50,12797.695
631,3.925,100,50,8057.326
632,1.8900000000000001,100,50,2906.498
633,8.245,100,50,13288.865
634,8.375,100,50,13399.129
635,3.225,100,50,6672.803
636,2.2950000000000004,100,50,4274.969
637,4.385,100,50,8838.442
638,6.115,100,50,11182.393
639,3.18,100,50,6573.762
640,4.7,100,50,9327.404
641,5.785,100,50,10791.378
642,3.7900000000000005,100,50,7810.633
643,2.78,100,50,5626.257
644,4.71,100,50,9342.384
645,5.319999999999999,100,50,10200.765
646,6.115,100,50,11182.393
647,2.8850000000000002,100,50,5887.565
648,4.54,100,50,9083.282
649,3.61,100,50,7467.675
650,1.725,100,50,2262.637
651,6.555,100,50,11672.133
652,4.285,100,50,8675.845
653,3.8249999999999997,100,50,7875.424
654,2.375,100,50,4516.476
655,6.235,100,50,11319.368
656,4.465,100,50,8965.873
657,7.345,100,50,12474.171
658,6.67,100,50,11794.715
659,6.2700000000000005,100,50,11358.823
660,1.63,100,50,1863.371
661,7.290000000000001,100,50,12421.194
662,5.425,100,50,10338.521
663,6.335,100,50,11431.515
664,4.17,100,50,8484.099
665,6.94,100,50,12074.405
666,4.075,100,50,8321.669
667,5.795,100,50,10803.551
668,4.75,100,50,9401.99
669,7.95,100,50,13032.059
670,6.22,100,50,11302.391
671,7.86,100,50,12951.812
672,4.07,100,50,8313.015
673,3.1350000000000002,100,50,6473.31
674,3.535,100,50,7319.699
675,5.025,100,50,9798.674
676,3.875,100,50,7966.962
677,7.234999999999999,100,50,12367.816
678,4.175,100,50,8492.545
679,8.065,100,50,13133.286
680,6.404999999999999,100,50,11508.97
681,4.109999999999999,100,50,8381.948
682,5.175,100,50,10005.992
683,6.0249999999999995,100,50,11077.885
684,3.895,100,50,8003.247
685,3.295,100,50,6824.153
686,4.324999999999999,100,50,8741.334
687,4.835,100,50,9527.002
688,5.41,100,50,10319.006
689,4.19,100,50,8517.823
690,7.8149999999999995,100,50,12911.343
691,5.615,100,50,10581.15
692,4.115,100,50,8390.517
693,8.309999999999999,100,50,13344.213
694,6.7250000000000005,100,50,11852.596
695,5.33,100,50,10214.001
696,5.965,100,50,11007.343
697,8.355,100,50,13382.277
698,6.41,100,50,11514.47
699,7.829999999999999,100,50,12924.859
700,3.9350000000000005,100,50,8075.261
701,8.285,100,50,13322.976
702,7.215000000000001,100,50,12348.305
703,4.2,100,50,8534.624
704,2.415,100,50,4634.196
705,4.315,100,50,8725.019
706,2.39,100,50,4560.852
707,4.09,100,50,8347.566
708,7.345,100,50,12474.171
709,4.995,100,50,9756.469
710,1.73,100,50,2283.037
711,8.094999999999999,100,50,13159.455
712,3.09,100,50,6371.405
713,6.83,100,50,11961.794
714,2.895,100,50,5911.954
715,7.655000000000001,100,50,12765.543
716,5.455,100,50,10377.391
717,7.12,100,50,12254.884
718,5.88,100,50,10906.184
719,4.245,100,50,8609.74
720,6.015000000000001,100,50,11066.177
721,5.615,100,50,10581.15
722,4.26,100,50,8634.602
723,6.6850000000000005,100,50,11810.548
724,7.515,100,50,12635.445
725,2.78,100,50,5626.257
726,2.68,100,50,5368.048
727,7.115,100,50,12249.932
728,6.535,100,50,11650.595
729,4.15,100,50,8450.213
730,6.3950000000000005,100,50,11497.957
731,1.9300000000000002,100,50,3054.112
732,5.7700000000000005,100,50,10773.079
733,4.22,100,50,8568.108
734,6.890000000000001,100,50,12023.441
735,4.575,100,50,9137.411
736,5.885,100,50,10912.175
737,6.59,100,50,11709.666
738,5.319999999999999,100,50,10200.765
739,6.135,100,50,11205.408
740,6.055,100,50,11112.894
741,4.08,100,50,8330.311
742,3.6900000000000004,100,50,7622.164
743,1.865,100,50,2812.645
744,7.24,100,50,12372.685
745,8.07,100,50,13137.654
746,2.715,100,50,5459.501
747,1.8499999999999999,100,50,2755.727
748,4.55,100,50,9098.79
749,3.8600000000000003,100,50,7939.625
750,2.21,100,50,4008.964
751,2.445,100,50,4721.213
752,3.06,100,50,6302.64
753,6.595,100,50,11715.012
754,3.47,100,50,7188.892
755,2.3449999999999998,100,50,4426.878
756,1.925,100,50,3035.829
757,2.02,100,50,3375.356
758,7.969999999999999,100,50,13049.769
759,6.47,100,50,11580.138
760,2.52,100,50,4934.169
761,6.65,100,50,11773.549
762,3.42,100,50,7086.593
763,7.555000000000001,100,50,12672.861
764,1.8399999999999999,100,50,2717.524
765,3.8850000000000002,100,50,7985.128
766,7.24,100,50,12372.685
767,7.965,100,50,13045.346
768,4.645,100,50,9244.437
769,3.8850000000000002,100,50,7985.128
770,1.67,100,50,2034.248
771,5.87,100,50,10894.187
772,4.5600000000000005,100,50,9114.264
773,2.63,100,50,5235.308
774,3.335,100,50,6909.202
775,3.47,100,50,7188.892
776,5.94,100,50,10977.741
777,6.6049999999999995,100,50,11725.691
778,2.5250000000000004,100,50,4948.14
779,3.405,100,50,7055.611
780,3.075,100,50,6337.106
781,5.35,100,50,10240.399
782,4.38,100,50,8830.401
783,4.324999999999999,100,50,8741.334
784,7.1499999999999995,100,50,12284.519
785,8.275,100,50,13314.464
786,2.83,100,50,5751.898
787,7.545,100,50,12663.526
788,6.5600000000000005,100,50,11677.507
789,3.49,100,50,7229.4
790,3.375,100,50,6993.236
791,5.06,100,50,9847.597
792,2.935,100,50,6008.673
793,2.705,100,50,5433.493
794,5.055,100,50,9840.628
795,3.94,100,50,8084.211
796,5.0,100,50,9763.52
797,2.6550000000000002,100,50,5301.991
798,5.0200000000000005,100,50,9791.657
799,2.22,100,50,4040.785
800,3.2800000000000002,100,50,6791.994
801,3.56,100,50,7369.371
802,3.66,100,50,7564.627
803,3.7199999999999998,100,50,7679.236
804,7.835,100,50,12929.358
805,2.875,100,50,5863.092
806,6.5,100,50,11612.744
807,3.6350000000000002,100,50,7516.318
808,6.4,100,50,11503.466
809,3.9849999999999994,100,50,8164.256
810,2.58,100,50,5100.02
811,7.745,100,50,12847.926
812,2.86,100,50,5826.222
813,6.005,100,50,11054.45
814,4.0649999999999995,100,50,8304.351
815,1.595,100,50,1710.379
816,6.4399999999999995,100,50,11547.381
817,7.090000000000001,100,50,12225.123
818,4.03,100,50,8243.402
819,4.055000000000001,100,50,8286.99
820,2.725,100,50,5485.414
821,4.58,100,50,9145.11
822,2.9000000000000004,100,50,5924.117
823,1.63,100,50,1863.371
824,6.03,100,50,11083.732
825,3.3099999999999996,100,50,6856.167
826,6.43,100,50,11536.427
827,3.145,100,50,6495.757
828,6.055,100,50,11112.894
829,5.385,100,50,10286.359
830,2.255,100,50,4151.04
831,6.535,100,50,11650.595
832,8.25,100,50,13293.138
833,7.93,100,50,13014.306
834,7.425,100,50,12550.525
835,2.905,100,50,5936.259
836,3.975,100,50,8146.546
837,5.29,100,50,10160.906
838,3.015,100,50,6198.219
839,2.15,100,50,3814.961
840,4.58,100,50,9145.11
841,3.35,100,50,6940.832
842,2.1399999999999997,100,50,3782.102
843,5.13,100,50,9944.435
844,3.105,100,50,6405.537
845,8.205,100,50,13254.587
846,6.6000000000000005,100,50,11720.354
847,5.4399999999999995,100,50,10357.983
848,1.915,100,50,2999.119
849,4.635,100,50,9229.247
850,3.3099999999999996,100,50,6856.167
851,2.555,100,50,5031.389
852,6.345000000000001,100,50,11442.633
853,5.325,100,50,10207.386
854,2.235,100,50,4088.248
855,6.9,100,50,12033.663
856,6.755,100,50,11883.968
857,4.02,100,50,8225.89
858,5.65,100,50,10624.948
859,4.93,100,50,9664.147
860,5.605,100,50,10568.586
861,8.155,100,50,13211.504
